,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94
39,902,f2a9,Int Chk: Do M & F live together all/most of the time or spend 7 night/wk togethe,0,"A9.           DO MOTHER AND FATHER LIVE TOGETHER ALL OR MOST OF THE TIME, OR DO THEY SPEND 7 NIGHTS PER WEEK TOGETHER?","A9.           DO MOTHER AND FATHER LIVE TOGETHER ALL OR MOST OF THE TIME, OR DO THEY SPEND 7 NIGHTS PER WEEK TOGETHER?",1  -->  GO TO A11,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,903,f2a10,How often do you and mother see or talk to each other?,0,A10.         How often do you and (MOTHER) see or talk to each other?  Is it . . .,A10.         How often do you and (MOTHER) see or talk to each other?  Is it . . .,1,"Nearly every day,",2,"A few times a week,",3,"A few times a month,",4,"Only a few times in the past year, or",5,Hardly ever?,0,NEVER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,904,f2a11,"Including child, how many biological children do you have with mother?",0,A11.         Including (CHILD) how many biological children do you have with (MOTHER)?,A11.         Including (CHILD) how many biological children do you have with (MOTHER)?,|___|___|,CHILDREN,1,ONLY CHILD,1,ALL OR MOST OF THE TIME,2  -->  GO TO B32,ELSE,1  -->  GO TO B32,LIVE TOGETHER,2,DO NOT LIVE TOGETHER,1,"Excellent,",2,"Very good,",3,"Good,",4,"Fair, or",5,Poor?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,905,cf2age,Constructed - Father's age at time of one-year interview,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,906,cf2b_age,Constructed - Baby's age at time of father's one-year interview (months),0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,907,cf2marm,Constructed - Couple's marital status at one-year (based on father's report),1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,908,cf2cohm,Constructed - Is father cohabiting with baby's mother?,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,909,f2fb1,Int Chk: Does child live with father all/most of the time?,0,,FB1.  I just need to have a range.  Can you tell me if it is . . .,1,"Less than $500,",2,"$500 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-2,DON’T KNOW,-1,REFUSED,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,910,f2fb1a,Int Chk: Do mother and father live together?,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,911,f2b2,How is the child's health?,0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,912,f2b3,Does child have any physical disabilities?,0,B3.           Does (CHILD) have any physical disabilities?,B3.           Does (CHILD) have any physical disabilities?,1,YES,2  -->  GO TO B5A,NO,1,CEREBRAL PALSY,2,TOTAL BLINDNESS,3,PARTIAL BLINDNESS,4,TOTAL DEAFNESS,5,PARTIAL DEAFNESS,6,DOWN’S SYNDROME,7,PROBLEM WITH LIMBS (NOT SPECIFIED),8,OTHER (NOT SPECIFIED),101,HEART DISEASE,104,DEVELOPMENTAL PROBLEM,-2,DON’T KNOW,-2,DON’T KNOW,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,913,f2b4a,What type of physical disability?-Cerebral Palsy,0,B4.           What type of physical disability does (he/she) have?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,914,f2b4b,What type of physical disability?-Total blindness,0,B4.           What type of physical disability does (he/she) have?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,915,f2b4c,What type of physical disability?-Partial blindness,0,B4.           What type of physical disability does (he/she) have?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,916,f2b4d,What type of physical disability?-Total deafness,0,B4.           What type of physical disability does (he/she) have?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,917,f2b4e,What type of physical disability?-Partial deafness,0,B4.           What type of physical disability does (he/she) have?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,918,f2b4f,What type of physical disability?-Down's syndrome,0,B4.           What type of physical disability does (he/she) have?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,919,f2b4g,What type of physical disability?-Problems with limbs,0,B4.           What type of physical disability does (he/she) have?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,920,f2b4h,What type of physical disability?-Other,0,B4.           What type of physical disability does (he/she) have?,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,921,f2b5a1,When was child last weighed at doctor's office? (Month),0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,922,f2b5a2,When was child last weighed at doctor's office? (Year),0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,923,f2b5b1,How much did child weigh on that day?-(Pounds),0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,924,f2b5b2,How much did child weigh on that day?-(Ounces),0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,925,f2b6,# of times since birth child been to health care profssnal for well-visit?,0,"Since (CHILD) was born, approximately how many times has (he/she) been seen by a doctor, nurse, or other health care professional for a regular checkup or “well?baby visit”?  Would you say . . .","Since (CHILD) was born, approximately how many times has (he/she) been seen by a doctor, nurse, or other health care professional for a regular checkup or “well?baby visit”?  Would you say . . .",0,"Never,",1,"1 - 3 times, or",2,4 or more times?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,926,f2b7,How many times since birth has child been to health care prfssnal for illness?,0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,927,fx2b7,TCO-How many times has child beem seen by a health care prof. b/c of illness/inj,1,,"FX2B7. Since (CHILD) was born, how many times has (he/she) been seen by a doctor, nurse, or other health care professional because of an illness or injury?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,928,f2b7a,How many times since birth has child been to health care prfssnal for injury?,0,,"B7A.        Since (CHILD) was born, how many times has (he/she) been seen by a doctor, nurse, or other health care professional because of an injury?",0,NEVER,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,929,f2b8,How many times since birth has child been to emergency room?,0,"B8.           Since (CHILD) was born, how many times has (he/she) been taken to the emergency room?","B8.           Since (CHILD) was born, how many times has (he/she) been taken to the emergency room?",0  -->  GO TO B9,NONE,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,930,f2b8a,How many of the visits to emergency room for accident or injury?,0,"B8.           Since (CHILD) was born, how many times has (he/she) been taken to the emergency room?",B8A.        (Was this visit/How many of these (NUMBER IN B8) visits were) to the emergency room because of an accident or injury?,0,NONE,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,931,f2b9,"Since leaving the hospital at birth, has child stayed overnight in a hospital?",0,"Since (CHILD) was released from the hospital after (he/she) was born, has (he/she) stayed overnight in a hospital?","Since (CHILD) was released from the hospital after (he/she) was born, has (he/she) stayed overnight in a hospital?",1,YES,2  -->  GO TO B11,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,932,f2b10,"Since child was born, how many times have they stayed overnight in hospital?",0,"Since (he/she) was born, how many times has (CHILD) stayed overnight in a hospital?","Since (he/she) was born, how many times has (CHILD) stayed overnight in a hospital?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,933,f2b10a,Were any of these hospitalizations due to accident or injury?,0,"Since (he/she) was born, how many times has (CHILD) stayed overnight in a hospital?",(Was this/Were any of these) hospitalization(s) because of an accident or injury?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,934,f2b10b,How long did (child) stay in hospital during longest stay?,0,"Since (he/she) was born, how many times has (CHILD) stayed overnight in a hospital?",B10B.      How long did (CHILD) stay in the hospital [during (his/her) longest stay]?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,935,f2b11,Has a health care professional ever told you child has asthma?,0,B11.         Has a doctor or other health professional ever told you that (CHILD) has asthma?,B11.         Has a doctor or other health professional ever told you that (CHILD) has asthma?,1,YES,2  -->  GO TO B12,NO,-2  -->  GO TO B12,DON’T KNOW,-1  -->  GO TO B12,REFUSED,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,936,f2b11a,"Since birth, has child had an episode of asthma or an asthma attack?",0,B11.         Has a doctor or other health professional ever told you that (CHILD) has asthma?,"B11A.      Since (CHILD) was born, has (CHILD) had an episode of asthma or an asthma attack?",1,YES,2,NO,-2,DON’T KNOW,-1,REFUSED,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,937,f2b11b,"Since birth, has child required emergency/urgent care treatment for asthma?",0,B11.         Has a doctor or other health professional ever told you that (CHILD) has asthma?,"B11B.      Since (CHILD) was born, did (CHILD) have to visit an emergency room or urgent care center because of asthma?",1,YES,2,NO,-2,DON’T KNOW,-1,REFUSED,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,938,f2b12,Was child ever breastfed?,0,"Next, I’d like to ask you a few questions about (CHILD’s) growth and development.  Did (MOTHER) ever breastfeed (CHILD)?","Next, I’d like to ask you a few questions about (CHILD’s) growth and development.  Did (MOTHER) ever breastfeed (CHILD)?",1,YES,2  -->  GO TO B13,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,939,f2b12a,How old was child when mother stopped breastfeeding? (weeks),0,"Next, I’d like to ask you a few questions about (CHILD’s) growth and development.  Did (MOTHER) ever breastfeed (CHILD)?",B12A.      How old was (CHILD) when (MOTHER) stopped breastfeeding (him/her)?,0,LESS THAN ONE MONTH,s,STILL BREASTFEEDING,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,940,f2b12b,How old was child when mother stopped breastfeeding? (months),0,"Next, I’d like to ask you a few questions about (CHILD’s) growth and development.  Did (MOTHER) ever breastfeed (CHILD)?",,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,941,f2b13,Does child walk or crawl yet?,0,B13.         Does (CHILD) walk or crawl yet?,B13.         Does (CHILD) walk or crawl yet?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,942,f2b14,Since birth how many times have you and child been separated for a week or more?,0,"B14.         Since (CHILD) was born, how many times have you and (CHILD) been separated for a week or more?","B14.         Since (CHILD) was born, how many times have you and (CHILD) been separated for a week or more?",|___|___|,TIMES,0  -->  GO TO B16,NEVER,1,WITH CHILD’S OTHER PARENT,2,WITH MATERNAL GRANDPARENT,3,WITH PATERNAL GRANDPARENT,4,WITH OTHER RELATIVE/FRIEND,5,WITH FOSTER PARENT,6,IN INSTITUTION/GROUP HOME,7,IN HOSPITAL,8,OTHER (NOT SPECIFIED),101,PROTECTIVE SERVICES,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
