,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43
69,15620,p6b33_2,B33_2. Insurance purchased by other,"B33.       Did you purchase the plan yourself, did someone else purchase it, or did you get it through an employer, or online health exchange?",PURCHASED BY OTHER,1,PURCHASED BY RESPONDENT,2,PURCHASED BY OTHER,3,THROUGH RESPONDENT’S EMPLOYER,4,THROUGH YOUTH’S FATHER’S EMPLOYER,5,THROUGH YOUTH’S MOTHER’S EMPLOYER,6,WHO IS NOT A BIO PARENT,7,EXCHANGE,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,15621,p6b33_3,B33_3. Insurance purchased through PCG's employer,"B33.       Did you purchase the plan yourself, did someone else purchase it, or did you get it through an employer, or online health exchange?",THROUGH RESPONDENT’S EMPLOYER,1,PURCHASED BY RESPONDENT,2,PURCHASED BY OTHER,3,THROUGH RESPONDENT’S EMPLOYER,4,THROUGH YOUTH’S FATHER’S EMPLOYER,5,THROUGH YOUTH’S MOTHER’S EMPLOYER,6,WHO IS NOT A BIO PARENT,7,EXCHANGE,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,15622,p6b33_4,B33_4. Insurance purchased through youth's father's employer,"B33.       Did you purchase the plan yourself, did someone else purchase it, or did you get it through an employer, or online health exchange?",THROUGH YOUTH’S FATHER’S EMPLOYER,1,PURCHASED BY RESPONDENT,2,PURCHASED BY OTHER,3,THROUGH RESPONDENT’S EMPLOYER,4,THROUGH YOUTH’S FATHER’S EMPLOYER,5,THROUGH YOUTH’S MOTHER’S EMPLOYER,6,WHO IS NOT A BIO PARENT,7,EXCHANGE,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,15623,p6b33_5,B33_5. Insurance purchased through youth's mother's employer,"B33.       Did you purchase the plan yourself, did someone else purchase it, or did you get it through an employer, or online health exchange?",THROUGH YOUTH’S MOTHER’S EMPLOYER,1,PURCHASED BY RESPONDENT,2,PURCHASED BY OTHER,3,THROUGH RESPONDENT’S EMPLOYER,4,THROUGH YOUTH’S FATHER’S EMPLOYER,5,THROUGH YOUTH’S MOTHER’S EMPLOYER,6,WHO IS NOT A BIO PARENT,7,EXCHANGE,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,15624,p6b33_6,B33_6. Insurance purchased through PCG partner's employer,"B33.       Did you purchase the plan yourself, did someone else purchase it, or did you get it through an employer, or online health exchange?",WHO IS NOT A BIO PARENT,1,PURCHASED BY RESPONDENT,2,PURCHASED BY OTHER,3,THROUGH RESPONDENT’S EMPLOYER,4,THROUGH YOUTH’S FATHER’S EMPLOYER,5,THROUGH YOUTH’S MOTHER’S EMPLOYER,6,WHO IS NOT A BIO PARENT,7,EXCHANGE,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,15625,p6b33_7,B33_7. Insurance purchased through online health exchange,"B33.       Did you purchase the plan yourself, did someone else purchase it, or did you get it through an employer, or online health exchange?",EXCHANGE,1,PURCHASED BY RESPONDENT,2,PURCHASED BY OTHER,3,THROUGH RESPONDENT’S EMPLOYER,4,THROUGH YOUTH’S FATHER’S EMPLOYER,5,THROUGH YOUTH’S MOTHER’S EMPLOYER,6,WHO IS NOT A BIO PARENT,7,EXCHANGE,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,15626,p6b34,B34. Last time youth saw dentist for regular check-up?,,B34.       When was the last time {YOUTH} saw a dentist for a regular check-up? Was it …,1,"6 months ago or less,",2,"but not more than 1 year ago,",3,"More than 1 year, but not more than 2 years ago,",4,"More than 2 years, or",5,Never?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,15627,p6b35,"B35. Youth is cruel, bullies, or shows meanness to others",,B35.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,15628,p6b36,B36. Youth cries a lot,,B36.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,15629,p6b37,B37. Youth destroys things belonging to family or others,,B37.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,15630,p6b38,B38. Youth is disobedient at home,,B38.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,15631,p6b39,B39. Youth is disobedient at school,,B39.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,15632,p6b40,B40. Youth feels worthless or inferior,,B40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,15633,p6b41,B41. Youth gets in many fights,,B41.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,15634,p6b42,B42. Youth physically attacks people,,B42.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,15635,p6b43,"B43. Youth is stubborn, sullen, or irritable",,B43.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,15636,p6b44,B44. Youth has temper tantrums or a hot temper,,B44.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,15637,p6b45,B45. Youth threatens people,,B45.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,15638,p6b46,"B46. Youth can't concentrate, can't pay attention for long",,B46.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,15639,p6b47,"B47. Youth can't sit still, is restless or hyperactive",,B47.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,15640,p6b48,B48. Youth is impulsive or acts without thinking,,B48.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,15641,p6b49,B49. Youth doesn't seem to feel guilty after misbehaving,,B49.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,15642,p6b50,B50. Youth hangs around with others who get in trouble,,B50.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,15643,p6b51,B51. Youth lies or cheats,,B51.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,15644,p6b52,"B52. Youth is nervous, highstrung, or tense",,B52.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,15645,p6b53,B53. Youth is too fearful or anxious,,B53.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,15646,p6b54,B54. Youth feels too guilty,,B54.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,15647,p6b55,B55. Youth has trouble sleeping,,B55.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,15648,p6b56,B56. Youth clings to adults or too dependent,,B56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,15649,p6b57,B57. Youth is unusually loud,,B57.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,15650,p6b58,B58. Youth talks too much,,B58.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,15651,p6b59,B59. Youth argues a lot,,B59.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,15652,p6b60,B60. Youth runs away from home,,B60.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,15653,p6b61,B61. Youth sets fires,,B61.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,15654,p6b62,B62. Youth steals at home,,B62.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,15655,p6b63,B63. Youth steals outside the home,,B63.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,15656,p6b64,B64. Youth swears or uses obscene language,,B64.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,15657,p6b65,"B65. Youth is underactive, slow moving, or lacks energy",,B65.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,15658,p6b66,"B66. Youth is unhappy, sad, or depressed",,B66.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,15659,p6b67,B67. Youth vandalizes,,B67.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,15660,p6b68,B68. Youth worries,,B68.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,15661,p6b69,B69. Youth ever been stopped by police?,,"B69.       Has {YOUTH} ever been stopped by the police while on the street, at school, in a car, or some other place?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,15662,p6b70,B70. Youth ever been arrested?,,B70.     Has {YOUTH} ever been arrested?,1,YES,2  -->  GO TO SECTION C,NO,-1 -->  GO TO SECTION C,REFUSED,-2 -->  GO TO SECTION C,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,15663,p6b71,B71. Youth placed in juvenile detention prior to family court?,,B71.     Was {YOUTH} placed in a juvenile detention prior to appearing in Family Court?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,15664,p6b72,B72. Youth sentenced by judge to placement in a juvenile detention?,,B72.     Has {YOUTH} ever been sentenced by a judge to placement in a juvenile detention facility?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,15665,p6c1,C1. Type of school youth attends?,,C1.          {Is/Was} {YOUTH} attending a….?,1,"Public School,",2,"Private School,",3,"Parochial or religious school, or",4 -->  GO TO C4,Homeschool?,5  -->  GO TO C4,FOR SOME REASON,-1 -->  GO TO C4,REFUSED,-2 -->  GO TO C4,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,15666,p6c3,C3. Grade youth enrolled?,,C3.         What grade {is {YOUTH} currently enrolled in /was {YOUTH} enrolled in last school year}?,0,KINDERGARTEN,1,1ST GRADE,2,2ND GRADE,3,3RD GRADE,4,4TH GRADE,5,5TH GRADE,6,6TH GRADE,7,7TH GRADE,8,8TH GRADE,9,9TH GRADE,10,10TH GRADE,11,11TH GRADE,12,12TH GRADE,77,SCHOOL WITHOUT GRADES,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,15667,p6c4,C4. Number of schools youth attended since first grade,,C4.         How many different schools has {YOUTH} attended since beginning first grade?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,15668,p6c5,C5. Attended open house/back-to-school night,,C5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,15669,p6c6,C6. Attended PTA/PTO meeting,,C6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,15670,p6c7,C7. Attended parent-teacher conference,,C7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,15671,p6c8,C8. Attended school or class event,,C8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,15672,p6c9,C9. Volunteered at school or served on school committee,,C9.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,15673,p6c10,C10. Discussed behavioral or social problems with youth's teacher,,C10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,15674,p6c11,C11. Discussed academic problems with youth's teacher,,C11.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,15675,p6c12,C12. Discussed tardiness or absences with youth's teacher,,C12.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,15676,p6c13,C13. Discussed homework not done with youth's teacher,,C13.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,15677,p6c14,C14. Discussed health or medications with youth's teacher,,C14.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,15678,p6c15,C15. Discussed which teacher youth assigned to with youth's teacher,,C15.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,15679,p6c16,C16. Youth receives remedial math at school,,C16.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,15680,p6c17,C17. Youth receives remedial English at school,,C17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,15681,p6c18,C18. Youth receives ESL program services at school,,C18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,15682,p6c19,C19. Youth receives gifted and talented program services at school,,C19.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,15683,p6c20,C20. Youth receives special education program services at school,,C20.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,15684,p6c21,C21. Youth ever been suspended/expelled?,,C21.       Has {YOUTH} ever been suspended or expelled?,1,YES,2  -->  GO TO C23,NO,-1 -->  GO TO C23,REFUSED,-2 -->  GO TO C23,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,15685,p6c22,C22. Times youth has been suspended/expelled past two years,,C22.       How many times has {YOUTH} been suspended or expelled in the past two years?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,15686,p6c23,C23. Youth required to attend summer school since last int?,,C23.       Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9} has {YOUTH} been required by the school to attend summer school?,1,YES,2  -->  GO TO C25,NO,-1 -->  GO TO C25,REFUSED,-2 -->  GO TO C25,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,15687,p6c24,C24. Times youth has been required to attend summer school,,C24.       For how many summers has {YOUTH} been required by the school to attend summer school?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,15688,p6c25,C25. Youth repeated any grades since last int?,,C25.       Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9} has {YOUTH} repeated any grades? *,1,YES,2  -->  GO TO C27,NO,-1 -->  GO TO C27,REFUSED,-2 -->  GO TO C27,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,15689,p6c26,C26. Times youth has repeated any grades since last int,,C26.       How many times has {YOUTH} repeated a grade since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}? [*],-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,15690,p6c27,C27. How likely youth will graduate from college?,,C27.       How likely is it that {YOUTH} will graduate from college?,1,Very likely,2,Somewhat likely,3,Not very likely,4,Very unlikely,-1,REFUSED,-2,DON’T KNOW,,"In the past month, how often did you",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,15691,p6d1,D1. Talked about current events with youth in past month,,D1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,15692,p6d2,D2. Talked about youth's day with youth in past month,,D2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,15693,p6d3,D3. Made sure youth completed homework in past month,,D3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,15694,p6d4,D4. Helped youth with homework in past month,,D4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,15695,p6d5,D5. Did activities with youth in past month,,D5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,15696,p6d6,D6. Number of televisions in home,,D6.         How many televisions do you have in your home?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,15697,p6d7,D7. Youth has television in bedroom?,,D7.         Does {YOUTH} have a television in {his/her} bedroom?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,15698,p6d8,D8. Youth has regular access to internet at home?,,D8.         Does {YOUTH} have regular access to the internet at home?,1,YES,2  -->  GO TO D12,NO,-1  -->  GO TO D12,REFUSED,-2  -->  GO TO D12,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,15699,p6d9,D9. Youth accesses internet through computer,,D9.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,15700,p6d10,D10. Youth accesses internet through iPad or tablet,,D10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,15701,p6d11,D11. Youth accesses internet through mobile phone,,D11.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,15702,p6d12,D12. Youth has desk or table to do homework?,,D12.       Does {YOUTH} have a desk or table where {he/she} can do {his/her} homework?,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,15703,p6d13,D13. Can't hear yourself think at home,,D13.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,15704,p6d14,D14. Home is a real zoo,,D14.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,15705,p6d15,D15. Children have regular bedtime routine,,D15.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,15706,p6d16,D16. Usually able to stay on top of things,,D16.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15707,p6d17,D17. Atmosphere in house is calm,,D17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,15708,p6d18,D18. Who decides how late youth stays out at night?,,D18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,15709,p6d19,D19. Who decides what kinds of shows/movies youth can watch?,,D19.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
